Set,Run,Generations,Execution Time (s),Population Size,Success,Crossover,Fitness Function
1,1,41,0.000372,10,0,2X,Counting Ones
1,2,30,0.000288,10,0,2X,Counting Ones
1,3,42,0.000376,10,0,2X,Counting Ones
1,4,33,0.000302,10,0,2X,Counting Ones
1,5,39,0.000347,10,0,2X,Counting Ones
1,6,41,0.000416,10,0,2X,Counting Ones
1,7,36,0.000387,10,0,2X,Counting Ones
1,8,38,0.000407,10,0,2X,Counting Ones
1,9,33,0.000293,10,0,2X,Counting Ones
1,10,42,0.000375,10,0,2X,Counting Ones
2,1,46,0.001075,20,0,2X,Counting Ones
2,2,44,0.000920,20,0,2X,Counting Ones
2,3,43,0.001206,20,0,2X,Counting Ones
2,4,50,0.001060,20,0,2X,Counting Ones
2,5,44,0.000869,20,0,2X,Counting Ones
2,6,50,0.000921,20,0,2X,Counting Ones
2,7,40,0.000787,20,0,2X,Counting Ones
2,8,44,0.000813,20,0,2X,Counting Ones
2,9,40,0.000783,20,0,2X,Counting Ones
2,10,44,0.000822,20,0,2X,Counting Ones
3,1,43,0.001955,40,0,2X,Counting Ones
3,2,43,0.002077,40,0,2X,Counting Ones
3,3,43,0.002042,40,0,2X,Counting Ones
3,4,39,0.001464,40,0,2X,Counting Ones
3,5,41,0.001569,40,0,2X,Counting Ones
3,6,42,0.001581,40,0,2X,Counting Ones
3,7,16,0.000581,40,1,2X,Counting Ones
3,8,41,0.001586,40,0,2X,Counting Ones
3,9,40,0.001588,40,0,2X,Counting Ones
3,10,48,0.001536,40,0,2X,Counting Ones
4,1,38,0.002780,80,0,2X,Counting Ones
4,2,45,0.003799,80,0,2X,Counting Ones
4,3,40,0.003075,80,0,2X,Counting Ones
4,4,42,0.003426,80,0,2X,Counting Ones
4,5,43,0.002904,80,0,2X,Counting Ones
4,6,43,0.002662,80,0,2X,Counting Ones
4,7,42,0.001572,80,0,2X,Counting Ones
4,8,40,0.001063,80,0,2X,Counting Ones
4,9,41,0.001067,80,0,2X,Counting Ones
4,10,43,0.002412,80,0,2X,Counting Ones
5,1,43,0.006963,160,0,2X,Counting Ones
5,2,42,0.006730,160,0,2X,Counting Ones
5,3,18,0.002262,160,1,2X,Counting Ones
5,4,42,0.003672,160,0,2X,Counting Ones
5,5,42,0.002152,160,0,2X,Counting Ones
5,6,17,0.000858,160,1,2X,Counting Ones
5,7,43,0.003910,160,0,2X,Counting Ones
5,8,40,0.003575,160,0,2X,Counting Ones
5,9,16,0.001580,160,1,2X,Counting Ones
5,10,43,0.003367,160,0,2X,Counting Ones
6,1,14,0.005214,320,1,2X,Counting Ones
6,2,42,0.011968,320,0,2X,Counting Ones
6,3,47,0.006437,320,0,2X,Counting Ones
6,4,41,0.006886,320,0,2X,Counting Ones
6,5,42,0.005845,320,0,2X,Counting Ones
6,6,42,0.004368,320,0,2X,Counting Ones
6,7,43,0.004458,320,0,2X,Counting Ones
6,8,43,0.004780,320,0,2X,Counting Ones
6,9,40,0.004176,320,0,2X,Counting Ones
6,10,43,0.004479,320,0,2X,Counting Ones
7,1,42,0.023671,640,0,2X,Counting Ones
7,2,41,0.011700,640,0,2X,Counting Ones
7,3,44,0.012682,640,0,2X,Counting Ones
7,4,43,0.011894,640,0,2X,Counting Ones
7,5,41,0.010481,640,0,2X,Counting Ones
7,6,19,0.004439,640,1,2X,Counting Ones
7,7,41,0.009646,640,0,2X,Counting Ones
7,8,16,0.003496,640,1,2X,Counting Ones
7,9,43,0.008863,640,0,2X,Counting Ones
7,10,41,0.008494,640,0,2X,Counting Ones
8,1,41,0.022685,640,0,2X,Counting Ones
8,2,15,0.005254,640,1,2X,Counting Ones
8,3,16,0.005917,640,1,2X,Counting Ones
8,4,41,0.014341,640,0,2X,Counting Ones
8,5,43,0.012856,640,0,2X,Counting Ones
8,6,16,0.004021,640,1,2X,Counting Ones
8,7,16,0.003784,640,1,2X,Counting Ones
8,8,42,0.009809,640,0,2X,Counting Ones
8,9,42,0.008984,640,0,2X,Counting Ones
8,10,15,0.003021,640,1,2X,Counting Ones
9,1,15,0.017278,1280,1,2X,Counting Ones
9,2,17,0.014744,1280,1,2X,Counting Ones
9,3,42,0.017378,1280,0,2X,Counting Ones
9,4,43,0.017729,1280,0,2X,Counting Ones
9,5,14,0.006192,1280,1,2X,Counting Ones
9,6,20,0.008864,1280,1,2X,Counting Ones
9,7,16,0.006505,1280,1,2X,Counting Ones
9,8,17,0.006948,1280,1,2X,Counting Ones
9,9,16,0.006691,1280,1,2X,Counting Ones
9,10,16,0.007700,1280,1,2X,Counting Ones
10,1,12,0.020042,2560,1,2X,Counting Ones
10,2,15,0.012113,2560,1,2X,Counting Ones
10,3,14,0.011406,2560,1,2X,Counting Ones
10,4,12,0.009668,2560,1,2X,Counting Ones
10,5,15,0.012169,2560,1,2X,Counting Ones
10,6,42,0.034487,2560,0,2X,Counting Ones
10,7,12,0.010492,2560,1,2X,Counting Ones
10,8,41,0.035807,2560,0,2X,Counting Ones
10,9,14,0.012108,2560,1,2X,Counting Ones
10,10,13,0.011227,2560,1,2X,Counting Ones
11,1,13,0.033569,5120,1,2X,Counting Ones
11,2,15,0.029446,5120,1,2X,Counting Ones
11,3,13,0.021730,5120,1,2X,Counting Ones
11,4,16,0.026369,5120,1,2X,Counting Ones
11,5,14,0.026693,5120,1,2X,Counting Ones
11,6,14,0.024062,5120,1,2X,Counting Ones
11,7,14,0.022936,5120,1,2X,Counting Ones
11,8,13,0.021134,5120,1,2X,Counting Ones
11,9,14,0.022399,5120,1,2X,Counting Ones
11,10,11,0.017013,5120,1,2X,Counting Ones
12,1,16,0.036500,3840,1,2X,Counting Ones
12,2,13,0.020800,3840,1,2X,Counting Ones
12,3,13,0.016668,3840,1,2X,Counting Ones
12,4,14,0.016725,3840,1,2X,Counting Ones
12,5,14,0.016867,3840,1,2X,Counting Ones
12,6,14,0.017559,3840,1,2X,Counting Ones
12,7,15,0.018450,3840,1,2X,Counting Ones
12,8,14,0.017118,3840,1,2X,Counting Ones
12,9,14,0.017710,3840,1,2X,Counting Ones
12,10,14,0.017589,3840,1,2X,Counting Ones
13,1,14,0.024428,3200,1,2X,Counting Ones
13,2,42,0.054574,3200,0,2X,Counting Ones
13,3,16,0.016531,3200,1,2X,Counting Ones
13,4,16,0.016041,3200,1,2X,Counting Ones
13,5,15,0.014798,3200,1,2X,Counting Ones
13,6,13,0.012689,3200,1,2X,Counting Ones
13,7,15,0.015492,3200,1,2X,Counting Ones
13,8,14,0.014143,3200,1,2X,Counting Ones
13,9,14,0.014289,3200,1,2X,Counting Ones
13,10,15,0.015264,3200,1,2X,Counting Ones
14,1,15,0.027891,2880,1,2X,Counting Ones
14,2,16,0.020175,2880,1,2X,Counting Ones
14,3,42,0.044808,2880,0,2X,Counting Ones
14,4,14,0.012736,2880,1,2X,Counting Ones
14,5,15,0.015398,2880,1,2X,Counting Ones
14,6,14,0.013661,2880,1,2X,Counting Ones
14,7,15,0.014289,2880,1,2X,Counting Ones
14,8,13,0.011900,2880,1,2X,Counting Ones
14,9,16,0.015140,2880,1,2X,Counting Ones
14,10,14,0.013316,2880,1,2X,Counting Ones
15,1,14,0.025540,2720,1,2X,Counting Ones
15,2,19,0.023091,2720,1,2X,Counting Ones
15,3,13,0.014651,2720,1,2X,Counting Ones
15,4,13,0.012606,2720,1,2X,Counting Ones
15,5,15,0.013201,2720,1,2X,Counting Ones
15,6,14,0.011947,2720,1,2X,Counting Ones
15,7,14,0.012893,2720,1,2X,Counting Ones
15,8,42,0.038465,2720,0,2X,Counting Ones
15,9,14,0.012953,2720,1,2X,Counting Ones
15,10,15,0.013316,2720,1,2X,Counting Ones
16,1,15,0.022794,2640,1,2X,Counting Ones
16,2,15,0.020668,2640,1,2X,Counting Ones
16,3,15,0.016965,2640,1,2X,Counting Ones
16,4,13,0.012184,2640,1,2X,Counting Ones
16,5,13,0.011217,2640,1,2X,Counting Ones
16,6,14,0.011540,2640,1,2X,Counting Ones
16,7,16,0.015056,2640,1,2X,Counting Ones
16,8,42,0.035210,2640,0,2X,Counting Ones
16,9,14,0.011294,2640,1,2X,Counting Ones
16,10,15,0.012163,2640,1,2X,Counting Ones
17,1,14,0.024575,2600,1,2X,Counting Ones
17,2,12,0.017416,2600,1,2X,Counting Ones
17,3,14,0.012240,2600,1,2X,Counting Ones
17,4,14,0.011709,2600,1,2X,Counting Ones
17,5,15,0.012384,2600,1,2X,Counting Ones
17,6,15,0.012303,2600,1,2X,Counting Ones
17,7,13,0.010351,2600,1,2X,Counting Ones
17,8,16,0.014188,2600,1,2X,Counting Ones
17,9,14,0.012623,2600,1,2X,Counting Ones
17,10,14,0.012792,2600,1,2X,Counting Ones
18,1,14,0.028629,2560,1,2X,Counting Ones
18,2,42,0.042543,2560,0,2X,Counting Ones
18,3,15,0.013237,2560,1,2X,Counting Ones
18,4,17,0.013839,2560,1,2X,Counting Ones
18,5,15,0.012334,2560,1,2X,Counting Ones
18,6,42,0.044467,2560,0,2X,Counting Ones
18,7,15,0.023291,2560,1,2X,Counting Ones
18,8,15,0.018987,2560,1,2X,Counting Ones
18,9,12,0.010322,2560,1,2X,Counting Ones
18,10,14,0.012102,2560,1,2X,Counting Ones
19,1,17,0.024232,2580,1,2X,Counting Ones
19,2,14,0.010936,2580,1,2X,Counting Ones
19,3,15,0.012377,2580,1,2X,Counting Ones
19,4,15,0.012391,2580,1,2X,Counting Ones
19,5,14,0.011380,2580,1,2X,Counting Ones
19,6,13,0.010540,2580,1,2X,Counting Ones
19,7,14,0.011408,2580,1,2X,Counting Ones
19,8,15,0.012435,2580,1,2X,Counting Ones
19,9,13,0.011867,2580,1,2X,Counting Ones
19,10,13,0.011443,2580,1,2X,Counting Ones
20,1,13,0.022009,2570,1,2X,Counting Ones
20,2,15,0.012018,2570,1,2X,Counting Ones
20,3,13,0.010658,2570,1,2X,Counting Ones
20,4,15,0.012241,2570,1,2X,Counting Ones
20,5,15,0.012959,2570,1,2X,Counting Ones
20,6,14,0.012141,2570,1,2X,Counting Ones
20,7,15,0.012358,2570,1,2X,Counting Ones
20,8,15,0.012175,2570,1,2X,Counting Ones
20,9,16,0.012953,2570,1,2X,Counting Ones
20,10,43,0.035912,2570,0,2X,Counting Ones
21,1,15,0.027777,2570,1,2X,Counting Ones
21,2,16,0.020816,2570,1,2X,Counting Ones
21,3,15,0.012902,2570,1,2X,Counting Ones
21,4,14,0.011180,2570,1,2X,Counting Ones
21,5,14,0.011308,2570,1,2X,Counting Ones
21,6,41,0.034413,2570,0,2X,Counting Ones
21,7,15,0.013183,2570,1,2X,Counting Ones
21,8,14,0.011446,2570,1,2X,Counting Ones
21,9,15,0.012342,2570,1,2X,Counting Ones
21,10,16,0.013144,2570,1,2X,Counting Ones
22,1,41,0.062122,2564,0,2X,Counting Ones
22,2,15,0.013936,2564,1,2X,Counting Ones
22,3,19,0.022148,2564,1,2X,Counting Ones
22,4,15,0.012160,2564,1,2X,Counting Ones
22,5,14,0.011258,2564,1,2X,Counting Ones
22,6,15,0.012286,2564,1,2X,Counting Ones
22,7,14,0.013471,2564,1,2X,Counting Ones
22,8,14,0.012485,2564,1,2X,Counting Ones
22,9,15,0.012475,2564,1,2X,Counting Ones
22,10,15,0.012329,2564,1,2X,Counting Ones
23,1,16,0.027740,2560,1,2X,Counting Ones
23,2,16,0.019402,2560,1,2X,Counting Ones
23,3,42,0.034387,2560,0,2X,Counting Ones
23,4,15,0.012068,2560,1,2X,Counting Ones
23,5,13,0.010521,2560,1,2X,Counting Ones
23,6,14,0.011830,2560,1,2X,Counting Ones
23,7,15,0.014224,2560,1,2X,Counting Ones
23,8,16,0.013851,2560,1,2X,Counting Ones
23,9,12,0.010103,2560,1,2X,Counting Ones
23,10,15,0.012349,2560,1,2X,Counting Ones
24,1,13,0.018453,1920,1,2X,Counting Ones
24,2,18,0.018814,1920,1,2X,Counting Ones
24,3,43,0.034709,1920,0,2X,Counting Ones
24,4,43,0.027569,1920,0,2X,Counting Ones
24,5,42,0.027839,1920,0,2X,Counting Ones
24,6,17,0.010595,1920,1,2X,Counting Ones
24,7,12,0.007185,1920,1,2X,Counting Ones
24,8,16,0.009732,1920,1,2X,Counting Ones
24,9,14,0.008615,1920,1,2X,Counting Ones
24,10,14,0.009963,1920,1,2X,Counting Ones
25,1,15,0.018311,1920,1,2X,Counting Ones
25,2,16,0.010038,1920,1,2X,Counting Ones
25,3,16,0.011709,1920,1,2X,Counting Ones
25,4,13,0.011406,1920,1,2X,Counting Ones
25,5,14,0.011109,1920,1,2X,Counting Ones
25,6,43,0.028850,1920,0,2X,Counting Ones
25,7,14,0.008414,1920,1,2X,Counting Ones
25,8,14,0.010230,1920,1,2X,Counting Ones
25,9,14,0.009581,1920,1,2X,Counting Ones
25,10,13,0.008023,1920,1,2X,Counting Ones
26,1,17,0.027309,2240,1,2X,Counting Ones
26,2,15,0.018090,2240,1,2X,Counting Ones
26,3,13,0.013111,2240,1,2X,Counting Ones
26,4,16,0.013731,2240,1,2X,Counting Ones
26,5,14,0.010569,2240,1,2X,Counting Ones
26,6,15,0.010646,2240,1,2X,Counting Ones
26,7,14,0.009950,2240,1,2X,Counting Ones
26,8,17,0.012091,2240,1,2X,Counting Ones
26,9,15,0.010813,2240,1,2X,Counting Ones
26,10,15,0.010651,2240,1,2X,Counting Ones
27,1,18,0.025448,2080,1,2X,Counting Ones
27,2,14,0.014038,2080,1,2X,Counting Ones
27,3,13,0.010767,2080,1,2X,Counting Ones
27,4,16,0.013344,2080,1,2X,Counting Ones
27,5,19,0.014169,2080,1,2X,Counting Ones
27,6,15,0.009865,2080,1,2X,Counting Ones
27,7,42,0.028358,2080,0,2X,Counting Ones
27,8,17,0.013360,2080,1,2X,Counting Ones
27,9,15,0.010272,2080,1,2X,Counting Ones
27,10,17,0.011402,2080,1,2X,Counting Ones
28,1,13,0.022575,2000,1,2X,Counting Ones
28,2,15,0.016811,2000,1,2X,Counting Ones
28,3,12,0.008971,2000,1,2X,Counting Ones
28,4,18,0.014715,2000,1,2X,Counting Ones
28,5,14,0.010032,2000,1,2X,Counting Ones
28,6,14,0.009330,2000,1,2X,Counting Ones
28,7,19,0.012194,2000,1,2X,Counting Ones
28,8,11,0.006779,2000,1,2X,Counting Ones
28,9,42,0.028631,2000,0,2X,Counting Ones
28,10,16,0.010258,2000,1,2X,Counting Ones
29,1,14,0.016320,1960,1,2X,Counting Ones
29,2,15,0.011736,1960,1,2X,Counting Ones
29,3,12,0.010315,1960,1,2X,Counting Ones
29,4,13,0.011169,1960,1,2X,Counting Ones
29,5,15,0.012065,1960,1,2X,Counting Ones
29,6,13,0.008963,1960,1,2X,Counting Ones
29,7,14,0.009148,1960,1,2X,Counting Ones
29,8,15,0.009336,1960,1,2X,Counting Ones
29,9,14,0.008652,1960,1,2X,Counting Ones
29,10,18,0.012580,1960,1,2X,Counting Ones
30,1,15,0.022671,1940,1,2X,Counting Ones
30,2,13,0.010902,1940,1,2X,Counting Ones
30,3,14,0.010751,1940,1,2X,Counting Ones
30,4,42,0.032702,1940,0,2X,Counting Ones
30,5,16,0.010468,1940,1,2X,Counting Ones
30,6,13,0.007930,1940,1,2X,Counting Ones
30,7,15,0.009105,1940,1,2X,Counting Ones
30,8,15,0.009956,1940,1,2X,Counting Ones
30,9,43,0.028140,1940,0,2X,Counting Ones
30,10,14,0.008645,1940,1,2X,Counting Ones
31,1,16,0.018199,1950,1,2X,Counting Ones
31,2,14,0.012969,1950,1,2X,Counting Ones
31,3,15,0.014360,1950,1,2X,Counting Ones
31,4,14,0.011509,1950,1,2X,Counting Ones
31,5,16,0.011787,1950,1,2X,Counting Ones
31,6,14,0.009305,1950,1,2X,Counting Ones
31,7,17,0.010653,1950,1,2X,Counting Ones
31,8,13,0.007904,1950,1,2X,Counting Ones
31,9,16,0.010678,1950,1,2X,Counting Ones
31,10,15,0.016722,1950,1,2X,Counting Ones
32,1,16,0.023902,1944,1,2X,Counting Ones
32,2,15,0.014844,1944,1,2X,Counting Ones
32,3,15,0.011747,1944,1,2X,Counting Ones
32,4,41,0.030556,1944,0,2X,Counting Ones
32,5,14,0.008572,1944,1,2X,Counting Ones
32,6,42,0.026229,1944,0,2X,Counting Ones
32,7,15,0.010396,1944,1,2X,Counting Ones
32,8,18,0.011661,1944,1,2X,Counting Ones
32,9,16,0.009744,1944,1,2X,Counting Ones
32,10,16,0.009846,1944,1,2X,Counting Ones
33,1,14,0.021197,1946,1,2X,Counting Ones
33,2,14,0.011805,1946,1,2X,Counting Ones
33,3,14,0.012125,1946,1,2X,Counting Ones
33,4,13,0.010328,1946,1,2X,Counting Ones
33,5,14,0.011296,1946,1,2X,Counting Ones
33,6,42,0.029501,1946,0,2X,Counting Ones
33,7,16,0.009929,1946,1,2X,Counting Ones
33,8,15,0.009827,1946,1,2X,Counting Ones
33,9,13,0.008209,1946,1,2X,Counting Ones
33,10,42,0.027040,1946,0,2X,Counting Ones
34,1,14,0.023200,1946,1,2X,Counting Ones
34,2,42,0.028628,1946,0,2X,Counting Ones
34,3,16,0.009460,1946,1,2X,Counting Ones
34,4,14,0.008371,1946,1,2X,Counting Ones
34,5,13,0.007690,1946,1,2X,Counting Ones
34,6,16,0.009680,1946,1,2X,Counting Ones
34,7,14,0.008445,1946,1,2X,Counting Ones
34,8,41,0.026729,1946,0,2X,Counting Ones
34,9,14,0.008699,1946,1,2X,Counting Ones
34,10,14,0.008477,1946,1,2X,Counting Ones
35,1,15,0.022464,1948,1,2X,Counting Ones
35,2,17,0.018076,1948,1,2X,Counting Ones
35,3,12,0.007192,1948,1,2X,Counting Ones
35,4,15,0.009505,1948,1,2X,Counting Ones
35,5,42,0.028167,1948,0,2X,Counting Ones
35,6,16,0.009836,1948,1,2X,Counting Ones
35,7,15,0.009454,1948,1,2X,Counting Ones
35,8,16,0.009979,1948,1,2X,Counting Ones
35,9,14,0.008511,1948,1,2X,Counting Ones
35,10,16,0.009949,1948,1,2X,Counting Ones
36,1,41,0.000386,10,0,UX,Counting Ones
36,2,40,0.000373,10,0,UX,Counting Ones
36,3,41,0.000380,10,0,UX,Counting Ones
36,4,39,0.000372,10,0,UX,Counting Ones
36,5,42,0.000402,10,0,UX,Counting Ones
36,6,41,0.000384,10,0,UX,Counting Ones
36,7,38,0.000391,10,0,UX,Counting Ones
36,8,16,0.000227,10,1,UX,Counting Ones
36,9,43,0.000463,10,0,UX,Counting Ones
36,10,38,0.000407,10,0,UX,Counting Ones
37,1,19,0.000622,20,1,UX,Counting Ones
37,2,18,0.000654,20,1,UX,Counting Ones
37,3,21,0.000645,20,1,UX,Counting Ones
37,4,40,0.001039,20,0,UX,Counting Ones
37,5,22,0.000504,20,1,UX,Counting Ones
37,6,16,0.000378,20,1,UX,Counting Ones
37,7,41,0.000895,20,0,UX,Counting Ones
37,8,19,0.000473,20,1,UX,Counting Ones
37,9,17,0.000401,20,1,UX,Counting Ones
37,10,17,0.000418,20,1,UX,Counting Ones
38,1,17,0.000438,16,1,UX,Counting Ones
38,2,18,0.000352,16,1,UX,Counting Ones
38,3,18,0.000322,16,1,UX,Counting Ones
38,4,17,0.000268,16,1,UX,Counting Ones
38,5,19,0.000333,16,1,UX,Counting Ones
38,6,25,0.000419,16,1,UX,Counting Ones
38,7,19,0.000546,16,1,UX,Counting Ones
38,8,12,0.000329,16,1,UX,Counting Ones
38,9,17,0.000425,16,1,UX,Counting Ones
38,10,20,0.000396,16,1,UX,Counting Ones
39,1,41,0.000736,12,0,UX,Counting Ones
39,2,39,0.000653,12,0,UX,Counting Ones
39,3,40,0.000520,12,0,UX,Counting Ones
39,4,21,0.000306,12,1,UX,Counting Ones
39,5,42,0.000547,12,0,UX,Counting Ones
39,6,39,0.000680,12,0,UX,Counting Ones
39,7,40,0.000625,12,0,UX,Counting Ones
39,8,17,0.000313,12,1,UX,Counting Ones
39,9,43,0.000663,12,0,UX,Counting Ones
39,10,44,0.000641,12,0,UX,Counting Ones
40,1,20,0.000510,14,1,UX,Counting Ones
40,2,40,0.000520,14,0,UX,Counting Ones
40,3,16,0.000223,14,1,UX,Counting Ones
40,4,41,0.000512,14,0,UX,Counting Ones
40,5,40,0.000684,14,0,UX,Counting Ones
40,6,36,0.000716,14,0,UX,Counting Ones
40,7,41,0.000635,14,0,UX,Counting Ones
40,8,16,0.000264,14,1,UX,Counting Ones
40,9,42,0.000617,14,0,UX,Counting Ones
40,10,18,0.000301,14,1,UX,Counting Ones
41,1,20,0.000506,16,1,UX,Counting Ones
41,2,14,0.000360,16,1,UX,Counting Ones
41,3,20,0.000496,16,1,UX,Counting Ones
41,4,19,0.000351,16,1,UX,Counting Ones
41,5,40,0.000715,16,0,UX,Counting Ones
41,6,17,0.000268,16,1,UX,Counting Ones
41,7,41,0.000592,16,0,UX,Counting Ones
41,8,44,0.000700,16,0,UX,Counting Ones
41,9,19,0.000476,16,1,UX,Counting Ones
41,10,17,0.000415,16,1,UX,Counting Ones
42,1,21,0.000594,16,1,UX,Counting Ones
42,2,41,0.000932,16,0,UX,Counting Ones
42,3,20,0.000394,16,1,UX,Counting Ones
42,4,21,0.000429,16,1,UX,Counting Ones
42,5,18,0.000357,16,1,UX,Counting Ones
42,6,19,0.000339,16,1,UX,Counting Ones
42,7,18,0.000286,16,1,UX,Counting Ones
42,8,16,0.000276,16,1,UX,Counting Ones
42,9,20,0.000322,16,1,UX,Counting Ones
42,10,44,0.000877,16,0,UX,Counting Ones
43,1,41,0.000962,16,0,UX,Counting Ones
43,2,43,0.000949,16,0,UX,Counting Ones
43,3,23,0.000431,16,1,UX,Counting Ones
43,4,16,0.000359,16,1,UX,Counting Ones
43,5,18,0.000346,16,1,UX,Counting Ones
43,6,21,0.000517,16,1,UX,Counting Ones
43,7,44,0.000974,16,0,UX,Counting Ones
43,8,19,0.000470,16,1,UX,Counting Ones
43,9,18,0.000447,16,1,UX,Counting Ones
43,10,19,0.000473,16,1,UX,Counting Ones
44,1,17,0.000281,16,1,UX,Counting Ones
44,2,16,0.000255,16,1,UX,Counting Ones
44,3,41,0.000692,16,0,UX,Counting Ones
44,4,18,0.000337,16,1,UX,Counting Ones
44,5,21,0.000393,16,1,UX,Counting Ones
44,6,17,0.000325,16,1,UX,Counting Ones
44,7,18,0.000361,16,1,UX,Counting Ones
44,8,43,0.000843,16,0,UX,Counting Ones
44,9,19,0.000308,16,1,UX,Counting Ones
44,10,18,0.000293,16,1,UX,Counting Ones
45,1,13,0.000387,18,1,UX,Counting Ones
45,2,37,0.000957,18,0,UX,Counting Ones
45,3,17,0.000374,18,1,UX,Counting Ones
45,4,16,0.000353,18,1,UX,Counting Ones
45,5,18,0.000422,18,1,UX,Counting Ones
45,6,15,0.000321,18,1,UX,Counting Ones
45,7,17,0.000315,18,1,UX,Counting Ones
45,8,16,0.000297,18,1,UX,Counting Ones
45,9,42,0.000903,18,0,UX,Counting Ones
45,10,20,0.000564,18,1,UX,Counting Ones
46,1,17,0.000494,18,1,UX,Counting Ones
46,2,17,0.000504,18,1,UX,Counting Ones
46,3,38,0.000743,18,0,UX,Counting Ones
46,4,18,0.000387,18,1,UX,Counting Ones
46,5,43,0.000785,18,0,UX,Counting Ones
46,6,22,0.000404,18,1,UX,Counting Ones
46,7,16,0.000295,18,1,UX,Counting Ones
46,8,18,0.000352,18,1,UX,Counting Ones
46,9,21,0.000658,18,1,UX,Counting Ones
46,10,43,0.000989,18,0,UX,Counting Ones
47,1,18,0.000507,18,1,UX,Counting Ones
47,2,22,0.000613,18,1,UX,Counting Ones
47,3,43,0.000819,18,0,UX,Counting Ones
47,4,41,0.000782,18,0,UX,Counting Ones
47,5,18,0.000330,18,1,UX,Counting Ones
47,6,20,0.000356,18,1,UX,Counting Ones
47,7,21,0.000399,18,1,UX,Counting Ones
47,8,19,0.000498,18,1,UX,Counting Ones
47,9,20,0.000544,18,1,UX,Counting Ones
47,10,18,0.000489,18,1,UX,Counting Ones
48,1,20,0.000541,20,1,UX,Counting Ones
48,2,17,0.000345,20,1,UX,Counting Ones
48,3,19,0.000371,20,1,UX,Counting Ones
48,4,18,0.000356,20,1,UX,Counting Ones
48,5,19,0.000313,20,1,UX,Counting Ones
48,6,20,0.000173,20,1,UX,Counting Ones
48,7,19,0.000174,20,1,UX,Counting Ones
48,8,19,0.000181,20,1,UX,Counting Ones
48,9,23,0.000192,20,1,UX,Counting Ones
48,10,17,0.000143,20,1,UX,Counting Ones
49,1,19,0.000703,20,1,UX,Counting Ones
49,2,16,0.000542,20,1,UX,Counting Ones
49,3,21,0.000572,20,1,UX,Counting Ones
49,4,18,0.000433,20,1,UX,Counting Ones
49,5,19,0.000453,20,1,UX,Counting Ones
49,6,19,0.000429,20,1,UX,Counting Ones
49,7,17,0.000340,20,1,UX,Counting Ones
49,8,18,0.000370,20,1,UX,Counting Ones
49,9,20,0.000427,20,1,UX,Counting Ones
49,10,15,0.000311,20,1,UX,Counting Ones
50,1,16,0.000735,20,1,UX,Counting Ones
50,2,17,0.000540,20,1,UX,Counting Ones
50,3,20,0.000604,20,1,UX,Counting Ones
50,4,17,0.000502,20,1,UX,Counting Ones
50,5,19,0.000453,20,1,UX,Counting Ones
50,6,19,0.000500,20,1,UX,Counting Ones
50,7,18,0.000454,20,1,UX,Counting Ones
50,8,20,0.000515,20,1,UX,Counting Ones
50,9,19,0.000480,20,1,UX,Counting Ones
50,10,38,0.000676,20,0,UX,Counting Ones
51,1,41,0.000671,10,0,2X,Non-Deceptive Non-TL Trap
51,2,42,0.000557,10,0,2X,Non-Deceptive Non-TL Trap
51,3,38,0.000445,10,0,2X,Non-Deceptive Non-TL Trap
51,4,44,0.000478,10,0,2X,Non-Deceptive Non-TL Trap
51,5,45,0.000595,10,0,2X,Non-Deceptive Non-TL Trap
51,6,40,0.000579,10,0,2X,Non-Deceptive Non-TL Trap
51,7,31,0.000443,10,0,2X,Non-Deceptive Non-TL Trap
51,8,30,0.000338,10,0,2X,Non-Deceptive Non-TL Trap
51,9,36,0.000397,10,0,2X,Non-Deceptive Non-TL Trap
51,10,28,0.000329,10,0,2X,Non-Deceptive Non-TL Trap
52,1,70,0.065541,1280,0,2X,Non-Deceptive Non-TL Trap
52,2,81,0.044385,1280,0,2X,Non-Deceptive Non-TL Trap
52,3,88,0.044004,1280,0,2X,Non-Deceptive Non-TL Trap
52,4,64,0.032676,1280,0,2X,Non-Deceptive Non-TL Trap
52,5,38,0.023028,1280,1,2X,Non-Deceptive Non-TL Trap
52,6,75,0.040259,1280,0,2X,Non-Deceptive Non-TL Trap
52,7,66,0.032928,1280,0,2X,Non-Deceptive Non-TL Trap
52,8,31,0.018222,1280,1,2X,Non-Deceptive Non-TL Trap
52,9,62,0.030759,1280,0,2X,Non-Deceptive Non-TL Trap
52,10,64,0.032335,1280,0,2X,Non-Deceptive Non-TL Trap
53,1,83,0.104211,2560,0,2X,Non-Deceptive Non-TL Trap
53,2,72,0.072018,2560,0,2X,Non-Deceptive Non-TL Trap
53,3,36,0.042345,2560,1,2X,Non-Deceptive Non-TL Trap
53,4,100,0.103009,2560,0,2X,Non-Deceptive Non-TL Trap
53,5,69,0.071034,2560,0,2X,Non-Deceptive Non-TL Trap
53,6,31,0.035832,2560,1,2X,Non-Deceptive Non-TL Trap
53,7,36,0.042494,2560,1,2X,Non-Deceptive Non-TL Trap
53,8,80,0.080837,2560,0,2X,Non-Deceptive Non-TL Trap
53,9,29,0.033100,2560,1,2X,Non-Deceptive Non-TL Trap
53,10,32,0.037144,2560,1,2X,Non-Deceptive Non-TL Trap
54,1,76,0.169000,5120,0,2X,Non-Deceptive Non-TL Trap
54,2,79,0.163533,5120,0,2X,Non-Deceptive Non-TL Trap
54,3,27,0.062542,5120,1,2X,Non-Deceptive Non-TL Trap
